[5/31/23, 17:42:05] Хабиб Вентиляция : ‎Сообщения и звонки защищены сквозным шифрованием. Прочитать, прослушать или переслать их могут только участники этого чата.
[5/31/23, 17:42:05] Хабиб Вентиляция : ‎‎‎Хабиб Вентиляция  использует автоматический таймер для исчезающих сообщений в новых чатах. ‎Новые несохраненные сообщения исчезнут из этого чата через ‎24 часа после отправки. ‎Нажмите, чтобы установить свой автоматический таймер.
[6/9/23, 14:12:06] Хабиб Вентиляция : ‎‎Хабиб Вентиляция  отключил(-а) исчезающие сообщения. ‎Нажмите, чтобы изменить.
[6/9/23, 14:13:53] investklimat: Валейкум Ассалам
[5/10/24, 21:07:40] Хабиб Вентиляция : Неь брат
[5/10/24, 22:09:36] Хабиб Вентиляция : Нет
[5/11/24, 09:56:54] investklimat: Это в Дербент или в Хасавюрт?
[5/11/24, 10:03:23] Хабиб Вентиляция : Буйнакске
[5/11/24, 10:03:56] Хабиб Вентиляция : Кран не работает
[5/11/24, 10:03:59] Хабиб Вентиляция : До понедельника
[5/11/24, 10:06:30] investklimat: 🤦🏻‍♂️
‎[5/11/24, 10:08:10] Хабиб Вентиляция : ‎<прикреплено: 00006758-AUDIO-2024-05-11-10-08-10.opus>
‎[5/11/24, 10:08:12] investklimat: ‎<прикреплено: 00006759-AUDIO-2024-05-11-10-08-11.opus>
[5/11/24, 10:08:23] investklimat: Сейчас
‎[5/11/24, 10:15:03] investklimat: ‎<прикреплено: 00006761-AUDIO-2024-05-11-10-15-03.opus>
[5/11/24, 10:15:45] investklimat: Подъедет говорит Абдулла
‎[5/11/24, 10:41:50] Хабиб Вентиляция : ‎<прикреплено: 00006763-PHOTO-2024-05-11-10-41-50.jpg>
‎[5/11/24, 12:06:50] Хабиб Вентиляция : ‎<прикреплено: 00006764-PHOTO-2024-05-11-12-06-50.jpg>
[5/11/24, 12:15:12] investklimat: Крановщик пришёл?
[5/11/24, 12:41:05] Хабиб Вентиляция : Нет
[5/11/24, 12:44:26] Хабиб Вентиляция : То что я скинул не по считал ?
‎[5/11/24, 12:45:45] investklimat: ‎<прикреплено: 00006769-AUDIO-2024-05-11-12-45-44.opus>
‎[5/11/24, 12:46:39] Хабиб Вентиляция : ‎<прикреплено: 00006770-AUDIO-2024-05-11-12-46-39.opus>
‎[5/11/24, 12:46:54] Хабиб Вентиляция : ‎<прикреплено: 00006771-AUDIO-2024-05-11-12-46-54.opus>
‎[5/11/24, 12:52:46] investklimat: ‎<прикреплено: 00006772-AUDIO-2024-05-11-12-52-45.opus>
‎[5/11/24, 12:58:33] investklimat: ‎<прикреплено: 00006773-AUDIO-2024-05-11-12-58-32.opus>
[5/11/24, 12:58:38] Хабиб Вентиляция : Мы подняли
[5/11/24, 12:59:05] Хабиб Вентиляция : Пришёл
[5/11/24, 13:10:40] Хабиб Вентиляция : Да
‎[5/11/24, 13:12:09] Хабиб Вентиляция : ‎<прикреплено: 00006778-PHOTO-2024-05-11-13-12-09.jpg>
‎[5/11/24, 13:12:31] Хабиб Вентиляция : ‎<прикреплено: 00006779-AUDIO-2024-05-11-13-12-31.opus>
‎[5/11/24, 13:13:36] investklimat: ‎<прикреплено: 00006780-AUDIO-2024-05-11-13-13-35.opus>
‎[5/11/24, 13:41:30] Хабиб Вентиляция : ‎<прикреплено: 00006781-PHOTO-2024-05-11-13-41-30.jpg>
‎[5/11/24, 13:48:38] Хабиб Вентиляция : ‎<прикреплено: 00006782-AUDIO-2024-05-11-13-48-38.opus>
[5/11/24, 13:49:25] investklimat: Возьмите, Хабиб перфоратор
‎[5/11/24, 15:31:24] Хабиб Вентиляция : ‎<прикреплено: 00006784-PHOTO-2024-05-11-15-31-24.jpg>
[5/11/24, 15:32:23] Хабиб Вентиляция : Тут добили
[5/11/24, 15:32:31] Хабиб Вентиляция : Материал на другой подняли
[5/11/24, 15:33:27] Хабиб Вентиляция : Префератор нужен
‎[5/11/24, 15:33:42] Хабиб Вентиляция : ‎<прикреплено: 00006788-AUDIO-2024-05-11-15-33-42.opus>
‎[5/11/24, 15:34:41] investklimat: ‎<прикреплено: 00006790-AUDIO-2024-05-11-15-34-40.opus>
‎[5/11/24, 16:11:30] Хабиб Вентиляция : ‎<прикреплено: 00006791-VIDEO-2024-05-11-16-11-30.mp4>
‎[5/11/24, 17:50:32] Хабиб Вентиляция : ‎<прикреплено: 00006792-PHOTO-2024-05-11-17-50-32.jpg>
[5/11/24, 17:50:33] Хабиб Вентиляция : Второй подъезд
[5/11/24, 18:10:32] investklimat: 👍
‎[5/11/24, 18:12:17] Хабиб Вентиляция : ‎<прикреплено: 00006795-AUDIO-2024-05-11-18-12-17.opus>
‎[5/11/24, 19:41:28] investklimat: КП.pdf • ‎1 страница ‎<прикреплено: 00006796-КП.pdf>
‎[5/11/24, 19:50:29] Хабиб Вентиляция : ‎<прикреплено: 00006797-AUDIO-2024-05-11-19-50-29.opus>
[5/11/24, 19:53:43] investklimat: Себестоимость 470 тысяч. Прибыль 257 тысяч. Скидку сам смотри, как считаешь нужным.
[5/11/24, 20:08:24] Хабиб Вентиляция : Работа есть?
‎[5/11/24, 20:09:59] investklimat: ‎<прикреплено: 00006800-AUDIO-2024-05-11-20-09-58.opus>
[5/11/24, 20:11:05] Хабиб Вентиляция : Понял брат
[5/11/24, 20:11:16] Хабиб Вентиляция : Там люди работают на крыше
[5/11/24, 21:47:45] Хабиб Вентиляция : Сколько м³/ч на одного человека
[5/11/24, 21:48:04] Хабиб Вентиляция : Заказчик интересует
[5/11/24, 21:49:10] investklimat: 40
[5/12/24, 10:25:54] investklimat: Ваалейкум Ассалам
[5/12/24, 10:26:34] investklimat: Ок
‎[5/12/24, 11:42:55] Хабиб Вентиляция : Спецификация pdf.pdf • ‎1 страница ‎<прикреплено: 00006810-Спецификация pdf.pdf>
[5/12/24, 11:43:00] Хабиб Вентиляция : По времени как брат?
[5/12/24, 11:43:14] Хабиб Вентиляция : За работу сколько можно сказать ?
[5/12/24, 11:44:56] investklimat: Я на объекте, Хабиб.
[5/12/24, 11:45:16] investklimat: Посчитаю, как приду
[5/12/24, 15:42:46] Хабиб Вентиляция : Труба нужна
[5/12/24, 15:43:10] Хабиб Вентиляция : 45
[5/12/24, 15:43:14] investklimat: какая?
[5/12/24, 15:43:25] investklimat: сколько?
‎[5/12/24, 15:43:32] Хабиб Вентиляция : ‎<прикреплено: 00006819-AUDIO-2024-05-12-15-43-32.opus>
[5/12/24, 15:44:16] investklimat: сейчас позвоню в цех
‎[5/12/24, 15:44:51] investklimat: ‎<прикреплено: 00006821-AUDIO-2024-05-12-15-44-50.opus>
‎[5/12/24, 15:45:36] Хабиб Вентиляция : ‎<прикреплено: 00006822-AUDIO-2024-05-12-15-45-36.opus>
‎[5/12/24, 15:45:58] Хабиб Вентиляция : ‎<прикреплено: 00006823-AUDIO-2024-05-12-15-45-58.opus>
‎[5/12/24, 15:47:39] investklimat: ‎<прикреплено: 00006824-AUDIO-2024-05-12-15-47-39.opus>
‎[5/12/24, 15:53:21] Хабиб Вентиляция : ‎<прикреплено: 00006825-AUDIO-2024-05-12-15-53-21.opus>
‎[5/12/24, 16:09:24] investklimat: ‎<прикреплено: 00006826-AUDIO-2024-05-12-16-09-23.opus>
[5/12/24, 16:28:40] investklimat: Выехал
[5/12/24, 16:34:54] investklimat: Он тебе позвонит
[5/12/24, 16:35:03] investklimat: Водитель
‎[5/12/24, 16:41:30] Хабиб Вентиляция : ‎<прикреплено: 00006830-AUDIO-2024-05-12-16-41-30.opus>
‎[5/12/24, 17:23:37] Хабиб Вентиляция : ‎<прикреплено: 00006831-PHOTO-2024-05-12-17-23-37.jpg>
[5/12/24, 17:23:38] Хабиб Вентиляция : 830
‎[5/12/24, 17:23:47] Хабиб Вентиляция : ‎<прикреплено: 00006833-PHOTO-2024-05-12-17-23-47.jpg>
[5/12/24, 17:35:25] investklimat: Сейчас скину
[5/12/24, 17:37:48] investklimat: Оплатил
[5/12/24, 18:12:00] Хабиб Вентиляция : Понял
[5/12/24, 18:12:12] Хабиб Вентиляция : Закончил
[5/12/24, 18:13:14] investklimat: Отлично 👍
[5/12/24, 18:14:23] Хабиб Вентиляция : 5 отверстие на подъезде
‎[5/12/24, 18:15:10] investklimat: ‎<прикреплено: 00006841-AUDIO-2024-05-12-18-15-09.opus>
[5/12/24, 18:18:08] Хабиб Вентиляция : По 3т
[5/12/24, 18:27:57] Хабиб Вентиляция : Если много скажи
[5/12/24, 18:28:35] Хабиб Вентиляция : 2дня занял доступа нет
‎[5/12/24, 18:29:01] investklimat: ‎<прикреплено: 00006845-AUDIO-2024-05-12-18-29-00.opus>
‎[5/12/24, 22:02:04] investklimat: Монтаж Расчет. Аристократ.pdf • ‎1 страница ‎<прикреплено: 00006846-Монтаж Расчет. Аристократ.pdf>
[5/12/24, 22:04:13] Хабиб Вентиляция : Отверстие брат в одном подъезде 5штук
‎[5/12/24, 22:06:46] investklimat: ‎<прикреплено: 00006848-AUDIO-2024-05-12-22-06-45.opus>
‎[5/12/24, 22:08:24] Хабиб Вентиляция : ‎<прикреплено: 00006849-AUDIO-2024-05-12-22-08-24.opus>
‎[5/12/24, 22:08:24] Хабиб Вентиляция : ‎<прикреплено: 00006850-AUDIO-2024-05-12-22-08-24.opus>
[5/12/24, 22:09:23] Хабиб Вентиляция : Вот тот подьезд
‎[5/12/24, 22:09:28] investklimat: ‎<прикреплено: 00006852-AUDIO-2024-05-12-22-09-28.opus>
[5/12/24, 22:09:47] Хабиб Вентиляция : Вот тоже
‎[5/12/24, 22:11:20] Хабиб Вентиляция : ‎<прикреплено: 00006854-AUDIO-2024-05-12-22-11-20.opus>
‎[5/12/24, 22:14:54] investklimat: ‎<прикреплено: 00006855-AUDIO-2024-05-12-22-14-54.opus>
[5/12/24, 22:30:35] Хабиб Вентиляция : Баркала ✊
‎[5/12/24, 22:34:16] Хабиб Вентиляция : ‎<прикреплено: 00006857-AUDIO-2024-05-12-22-34-16.opus>
‎[5/12/24, 22:35:56] investklimat: ‎<прикреплено: 00006858-AUDIO-2024-05-12-22-35-55.opus>
‎[5/12/24, 22:36:51] Хабиб Вентиляция : ‎<прикреплено: 00006859-AUDIO-2024-05-12-22-36-51.opus>
‎[5/13/24, 11:00:46] investklimat: ‎<прикреплено: 00006860-PHOTO-2024-05-13-11-00-45.jpg>
‎[5/13/24, 11:01:30] investklimat: ‎<прикреплено: 00006861-AUDIO-2024-05-13-11-01-29.opus>
[5/13/24, 11:02:10] Хабиб Вентиляция : Под зонтом?
[5/13/24, 11:02:13] Хабиб Вентиляция : Ва алайкум ассалам
‎[5/13/24, 11:02:47] investklimat: ‎<прикреплено: 00006864-PHOTO-2024-05-13-11-02-46.jpg>
‎[5/13/24, 11:03:17] investklimat: ‎<прикреплено: 00006865-AUDIO-2024-05-13-11-03-16.opus>
[5/13/24, 11:03:41] Хабиб Вентиляция : Поставим брат
[5/13/24, 11:04:08] Хабиб Вентиляция : Я думал они размером ошиблись
‎[5/13/24, 11:04:28] investklimat: ‎<прикреплено: 00006868-AUDIO-2024-05-13-11-04-27.opus>
[5/13/24, 11:05:26] Хабиб Вентиляция : Ещё вопросы есть у него?
[5/13/24, 11:05:52] investklimat: нет пока
[5/13/24, 11:05:53] investklimat: только это
[5/13/24, 11:06:24] Хабиб Вентиляция : Я в буйнакск приехал в загс
[5/13/24, 11:06:36] Хабиб Вентиляция : По документам
[5/13/24, 11:07:26] investklimat: ‎Вы удалили данное сообщение.
[5/13/24, 11:07:57] Хабиб Вентиляция : Если спешка есть приеду
‎[5/13/24, 11:08:42] investklimat: ‎<прикреплено: 00006876-AUDIO-2024-05-13-11-08-41.opus>
[5/13/24, 11:09:02] Хабиб Вентиляция : Хорошо
‎[5/13/24, 16:09:50] investklimat: ‎<прикреплено: 00006879-AUDIO-2024-05-13-16-09-49.opus>
‎[5/13/24, 16:11:30] Хабиб Вентиляция : ‎<прикреплено: 00006880-AUDIO-2024-05-13-16-11-30.opus>
‎[5/13/24, 16:13:17] investklimat: ‎<прикреплено: 00006881-AUDIO-2024-05-13-16-13-16.opus>
‎[5/13/24, 16:14:09] Хабиб Вентиляция : ‎<прикреплено: 00006882-AUDIO-2024-05-13-16-14-09.opus>
‎[5/13/24, 16:15:42] investklimat: ‎<прикреплено: 00006883-AUDIO-2024-05-13-16-15-41.opus>
[5/13/24, 16:16:49] Хабиб Вентиляция : Шум в самом мотор
‎[5/13/24, 16:17:32] investklimat: ‎<прикреплено: 00006885-AUDIO-2024-05-13-16-17-31.opus>
‎[5/13/24, 16:26:06] Хабиб Вентиляция : ‎<прикреплено: 00006886-AUDIO-2024-05-13-16-26-06.opus>
‎[5/13/24, 16:27:56] investklimat: ‎<прикреплено: 00006887-AUDIO-2024-05-13-16-27-55.opus>
‎[5/13/24, 16:29:01] Хабиб Вентиляция : ‎<прикреплено: 00006888-AUDIO-2024-05-13-16-29-01.opus>
[5/13/24, 22:29:46] Хабиб Вентиляция : Мага я на соболезнования поехал в село
[5/13/24, 22:29:55] Хабиб Вентиляция : Завтра приеду
[5/13/24, 22:31:25] investklimat: Понял, Хабиб
[5/14/24, 18:56:17] Хабиб Вентиляция : Ассаламу алайкум
[5/14/24, 18:56:20] Хабиб Вентиляция : Я в городе
[5/14/24, 18:56:32] Хабиб Вентиляция : С утра поеду поставлю
[5/14/24, 19:00:06] investklimat: Ваалейкум ассалам
[5/14/24, 19:00:16] investklimat: хорошо, Хабиб
[5/15/24, 10:23:36] investklimat: Ассалам алейкум
[5/15/24, 10:23:54] investklimat: Туда поедешь?
‎[5/15/24, 10:24:45] investklimat: ‎<прикреплено: 00006899-AUDIO-2024-05-15-10-24-44.opus>
[5/15/24, 10:40:34] Хабиб Вентиляция : Ва алайкум ассалам брат
[5/15/24, 10:40:58] Хабиб Вентиляция : Пока нет
[5/15/24, 10:41:34] investklimat: Поедешь?
[5/15/24, 10:41:42] investklimat: Когда планируешь?
‎[5/15/24, 10:41:56] Хабиб Вентиляция : ‎<прикреплено: 00006904-AUDIO-2024-05-15-10-41-56.opus>
[5/15/24, 13:50:30] Хабиб Вентиляция : Попал ты туда?
[5/15/24, 13:51:46] investklimat: Нет
[5/15/24, 13:56:00] Хабиб Вентиляция : Я брат на редукторный
[5/15/24, 13:56:09] Хабиб Вентиляция : Поеду сделаю
[5/15/24, 13:56:17] Хабиб Вентиляция : Фото видео скину
[5/15/24, 13:56:34] investklimat: Хорошо
[5/15/24, 13:56:53] investklimat: Я не поеду
[5/15/24, 13:57:23] Хабиб Вентиляция : На каждый этаж надо мерит
[5/15/24, 13:57:24] Хабиб Вентиляция : ?
‎[5/15/24, 13:58:04] investklimat: ‎<прикреплено: 00006914-AUDIO-2024-05-15-13-58-03.opus>
[5/15/24, 14:02:49] Хабиб Вентиляция : Работа есть ?
[5/15/24, 14:04:01] investklimat: Нет
[5/15/24, 14:04:25] investklimat: Есть несколько объектов
[5/15/24, 14:04:37] investklimat: Не начинаются
‎[5/15/24, 14:53:01] Хабиб Вентиляция : ‎изображение отсутствует
‎[5/15/24, 14:54:12] investklimat: ‎<прикреплено: 00006920-AUDIO-2024-05-15-14-54-11.opus>
‎[5/15/24, 15:00:44] Хабиб Вентиляция : ‎<прикреплено: 00006921-VIDEO-2024-05-15-15-00-44.mp4>
‎[5/15/24, 15:19:40] Хабиб Вентиляция : ‎видео отсутствует
[5/15/24, 15:20:45] investklimat: Баркалла!
[5/15/24, 15:22:16] Хабиб Вентиляция : ✊
‎[5/17/24, 14:48:43] investklimat: ‎<прикреплено: 00006925-AUDIO-2024-05-17-14-48-43.opus>
[5/17/24, 14:58:30] Хабиб Вентиляция : Ва алайкум ассалам брат
[5/17/24, 14:58:57] Хабиб Вентиляция : Вентилятор так же шумит?
[5/17/24, 14:59:33] Хабиб Вентиляция : Сегодня брат должен приехать
[5/17/24, 14:59:45] Хабиб Вентиляция : Завтра с утра поедем поставим
‎[5/17/24, 15:00:17] investklimat: ‎<прикреплено: 00006930-AUDIO-2024-05-17-15-00-17.opus>
‎[5/17/24, 15:02:30] investklimat: ‎<прикреплено: 00006931-AUDIO-2024-05-17-15-02-30.opus>
[5/17/24, 15:04:28] Хабиб Вентиляция : Планов нет
[5/17/24, 15:04:34] Хабиб Вентиляция : Можно после завтра
‎[5/18/24, 14:44:40] Хабиб Вентиляция : ‎<прикреплено: 00006934-AUDIO-2024-05-18-14-44-40.opus>
[5/18/24, 14:47:21] investklimat: Ваалейкум Ассалам
[5/18/24, 14:47:36] investklimat: Посчитаю сейчас
‎[5/18/24, 15:02:20] investklimat: КП на монтаж pdf.pdf • ‎1 страница ‎<прикреплено: 00006937-КП на монтаж pdf.pdf>
‎[5/18/24, 15:33:40] Хабиб Вентиляция : ‎<прикреплено: 00006938-AUDIO-2024-05-18-15-33-40.opus>
